Original SMILES,Reconstructed SMILES
CN1SC=CC1=O,CN1SC=CC1=O
CC1=CC(N(=O)O)=CC(N(=O)O)=C1O,CC1=CC(N(=O)O)=CC(N(=O)O)=C1O
CC1=NC=CN1,CC1=NC=CN1
CC1=CC2=CC=CC=C2N1,CC1=CC2=CC=CC=C2N1
O=C(O)C1=CC=C2C=CC=CC2=C1,O=C(O)C1=CC=C2C=CC=CC2=C1
O=N(O)C1=CC=CC=C1O,O=N(O)C1=CC=CC=C1O
C1=CC=C(C2=CC=CC=N2)C=C1,C1=CC=C(C2=CC=CC=N2)C=C1
C=CCC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O,C=CCC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O
OC1=CC=NC(S)=N1,OC1=CC=NC(S)=N1
C1=CC=C(C2=CC=CC=N2)N=C1,C1=CC=C(C2=CC=CC=N2)N=C1
OC1=CC=CC=C1CC1=CC=CC=C1O,OC1=CC=CC=C1CC1=CC=CC=C1O
OCC(CC1=CC=CC(O)=C1)C(CO)CC1=CC=CC(O)=C1,OCC(CC1=CC=CC(O)=C1)C(CO)CC1=CC=CC(O)=C1
O=N(O)C1=CC=CC(O)=C1N(=O)O,O=N(O)C1=CC=CC(O)=C1N(=O)O
O=C(C1=CC=CC=C1)C1=CC=C(O)C(O)=C1O,O=C(C1=CC=CC=C1)C1=CC=C(O)C(O)=C1O
OC1=C(Cl)C=C(Cl)C(Cl)=C1Cl,OC1=C(Cl)C=C(Cl)C(Cl)=C1Cl
NC1=CC=C(Cl)C=C1Cl,NC1=CC=C(Cl)C=C1Cl
O=N(O)C1=CC=C(O)C(N(=O)O)=C1,O=N(O)C1=CC=C(O)C(N(=O)O)=C1
CC1=CC=C(N=C=O)C=C1N=C=O,CC1=CC=C(N=C=O)C=C1N=C=O
O=C(O)COC1=CC(Cl)=C(Cl)C=C1Cl,O=C(O)COC1=CC(Cl)=C(Cl)C=C1Cl
CC1=CC(C)=NC(C)=C1,CC1=CC(C)=NC(C)=C1
CC1=C(N(=O)O)C=C(N(=O)O)C=C1N(=O)O,CC1=C(N(=O)O)C=C(N(=O)O)C=C1N(=O)O
O=S(=O)(O)C1=CC(O)=CC=C1O,O=S(=O)(O)C1=CC(O)=CC=C1O
NCC(O)CCC(N)C(=O)O,NCC(O)CCC(N)C(=O)O
NC1=C(Cl)C=C(N(=O)O)C=C1Cl,NC1=C(Cl)C=C(N(=O)O)C=C1Cl
N#CC1=C(Cl)C=CC=C1Cl,N#CC1=C(Cl)C=CC=C1Cl
NC1=NC=NC2=C1N=CN2C1CCC(CO)O1,NC1=NC=NC2=C1N=CN2C1CCC(CO)O1
CCCCN1C=C(C(=O)C2=CC=CC3=CC=CC=C32)C2=CC=CC=C21,CCCCN1C=C(C(=O)C2=CC=CC3=CC=CC=C32)C2=CC=CC=C21
CCC1(O)C(=O)OCC2=C1C=C1C3=NC4=CC=CC=C4C=C3CN1C2=O,CCC1(O)C(=O)OCC2=C1C=C1C3=NC4=CC=CC=C4C=C3CN1C2=O
CCCCC(CC)COC(=O)C1=CC=C(N(C)C)C=C1,CCCCC(CC)COC(=O)C1=CC=C(N(C)C)C=C1
C1=CC=C(CNC2=NC=NC3=C2N=CN3C2CCCCO2)C=C1,C1=CC=C(CNC2=NC=NC3=C2N=CN3C2CCCCO2)C=C1
CC(C)=CCNC1=NC=NC2=C1N=CN2,CC(C)=CCNC1=NC=NC2=C1N=CN2
COC1=CC=C2C=C(C(C)C(=O)O)C=CC2=C1,COC1=CC=C2C=C(C(C)C(=O)O)C=CC2=C1
CC1=CC(O)=NC(C(C)C)=N1,CC1=CC(O)=NC(C(C)C)=N1
O=C(O)CCC(=O)C1=CC=C(F)C=C1,O=C(O)CCC(=O)C1=CC=C(F)C=C1
O=C(O)C1=CC=CC(OC2=CC=C(O)C=C2)=C1,O=C(O)C1=CC=CC(OC2=CC=C(O)C=C2)=C1
N=C1N=CNN1,N=C1N=CNN1
CCN1C2=CC=CC=C2C2=CC(N)=CC=C21,CCN1C2=CC=CC=C2C2=CC(N)=CC=C21
NC1=CC=CC(O)=C1,NC1=CC=CC(O)=C1
CC(C)CN1C(=O)N(C)C(=O)C2=C1NC=N2,CC(C)CN1C(=O)N(C)C(=O)C2=C1NC=N2
O=C1C2=CC=CC=C2C2=C3C1=CC=CC3=C(N(=O)O)C=C2,O=C1C2=CC=CC=C2C2=C3C1=CC=CC3=C(N(=O)O)C=C2
CCCCCCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCCCCCC(=O)OCC(O)CO
OCC1=CC=CC(OC2=CC=CC=C2)=C1,OCC1=CC=CC(OC2=CC=CC=C2)=C1
NC1=CC=C(C2=CC=C(N)C(Cl)=C2)C=C1Cl,NC1=CC=C(C2=CC=C(N)C(Cl)=C2)C=C1Cl
COC1=CC(C2=CC=C(N)C(OC)=C2)=CC=C1N,COC1=CC(C2=CC=C(N)C(OC)=C2)=CC=C1N
NC1=CC=CC(S(=O)(=O)C2=CC=CC(N)=C2)=C1,NC1=CC=CC(S(=O)(=O)C2=CC=CC(N)=C2)=C1
OC(=NC1=CC=C(Cl)C(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1O,OC(=NC1=CC=C(Cl)C(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1O
NC1=CC=C(Cl)C(Cl)=C1,NC1=CC=C(Cl)C(Cl)=C1
NC1=CC(Cl)=CC(Cl)=C1,NC1=CC(Cl)=CC(Cl)=C1
N=C(O)C1=CC(N(=O)O)=CC(N(=O)O)=C1,N=C(O)C1=CC(N(=O)O)=CC(N(=O)O)=C1
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
CC1=CN(C2CCC(CO)O2)C(=O)NC1=O,CC1=CN(C2CCC(CO)O2)C(=O)NC1=O
COC1=CC(C2=C(O)C(=O)C3=CC=CC=C3O2)=CC(OC)=C1OC,COC1=CC(C2=C(O)C(=O)C3=CC=CC=C3O2)=CC(OC)=C1OC
O=C1N=C(O)C=CN1C1OC(CO)C(O)C1O,O=C1N=C(O)C=CN1C1OC(CO)C(O)C1O
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
COC1=CC=C(C2SC3=CC=CC=C3N(CCN(C)C)C(=O)C2OC(C)=O)C=C1,COC1=CC=C(C2SC3=CC=CC=C3N(CCN(C)C)C(=O)C2OC(C)=O)C=C1
CC1=CC=C(C=C2C(=O)C3(C)CCC2C3(C)C)C=C1,CC1=CC=C(C=C2C(=O)C3(C)CCC2C3(C)C)C=C1
O=C1NC(=O)N(C2CCCO2)C=C1F,O=C1NC(=O)N(C2CCCO2)C=C1F
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
O=C(O)CN1C2=CC=CC=C2C(=O)C2=CC=CC=C21,O=C(O)CN1C2=CC=CC=C2C(=O)C2=CC=CC=C21
CN(C)C1=CC=C(C=O)C=C1,CN(C)C1=CC=C(C=O)C=C1
COC1=CC(C=CC2=CC=C(O)C=C2)=CC(OC)=C1,COC1=CC(C=CC2=CC=C(O)C=C2)=CC(OC)=C1
CC(=O)NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O,CC(=O)NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O
CC(O)=NC1=CC=C(S(N)(=O)=O)C=C1,CC(O)=NC1=CC=C(S(N)(=O)=O)C=C1
NC1=CC=C(O)C(N(=O)O)=C1,NC1=CC=C(O)C(N(=O)O)=C1
CC1=C(N)C(=O)N(C2=CC=CC=C2)N1C,CC1=C(N)C(=O)N(C2=CC=CC=C2)N1C
NC1=CC=C(N=NC2=CC=CC=C2)C=C1,NC1=CC=C(N=NC2=CC=CC=C2)C=C1
NC(=O)C1=CC=C(N)C=C1,NC(=O)C1=CC=C(N)C=C1
CC1=CC(Cl)=CC=C1O,CC1=CC(Cl)=CC=C1O
CC1=CC(O)=CC=C1Cl,CC1=CC(O)=CC=C1Cl
CC1=CC(O)=CC(C)=C1Cl,CC1=CC(O)=CC(C)=C1Cl
CNC1=CC=C(Cl)C=C1,CNC1=CC=C(Cl)C=C1
O=C(O)C1=CC=C(Cl)C=C1,O=C(O)C1=CC=C(Cl)C=C1
OC1=CC=C(Cl)C=C1,OC1=CC=C(Cl)C=C1
O=C(O)COC1=CC=C(Cl)C=C1,O=C(O)COC1=CC=C(Cl)C=C1
CN(C)C1=CC=NC=C1,CN(C)C1=CC=NC=C1
CCOC(=O)C=CC(=O)O,CCOC(=O)C=CC(=O)O
O=C1C=CNC2=CC=CC=C12,O=C1C=CNC2=CC=CC=C12
OC1=CC=C(I)C=C1,OC1=CC=C(I)C=C1
COC1=CC=C(C=O)C2=CC=CC=C12,COC1=CC=C(C=O)C2=CC=CC=C12
CC1=CC=C(S(N)(=O)=O)C=C1,CC1=CC=C(S(N)(=O)=O)C=C1
CC1=CC(=O)OC2=CC=CC=C12,CC1=CC(=O)OC2=CC=CC=C12
NC1=CC=C(N(=O)O)C=C1,NC1=CC=C(N(=O)O)C=C1
O=C(O)C1=CC=C(N(=O)O)C=C1,O=C(O)C1=CC=C(N(=O)O)C=C1
O=N(O)C1=CC=N(O)C2=CC=CC=C12,O=N(O)C1=CC=N(O)C2=CC=CC=C12
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
CCCCCCCCC1=CC=C(O)C=C1,CCCCCCCCC1=CC=C(O)C=C1
CC(C)(C)C1=CC=C(O)C(O)=C1,CC(C)(C)C1=CC=C(O)C(O)=C1
C1=CC(C2=CC=NC=C2)=CC=N1,C1=CC(C2=CC=NC=C2)=CC=N1
O=C1CC(C2=CC=C(O)C=C2)OC2=CC=CC=C12,O=C1CC(C2=CC=C(O)C=C2)OC2=CC=CC=C12
CC1=NC2=CC=C3C=CC=CC3=C2C1(C)C,CC1=NC2=CC=C3C=CC=CC3=C2C1(C)C
COC1=CC(C2C3=CC4=C(C=C3C(O)C3COC(=O)C23)OCO4)=CC(OC)=C1OC,COC1=CC(C2C3=CC4=C(C=C3C(O)C3COC(=O)C23)OCO4)=CC(OC)=C1OC
CCCCCC1OC1C=CC(=O)CCCCCCCC(=O)O,CCCCCC1OC1C=CC(=O)CCCCCCCC(=O)O
OC1=CC=C(C=CC2=CC(O)=CC(O)=C2)C=C1,OC1=CC=C(C=CC2=CC(O)=CC(O)=C2)C=C1
CC1=C(NC2=NC=C(O)C=C2C(=O)O)C=CC=C1C(F)(F)F,CC1=C(NC2=NC=C(O)C=C2C(=O)O)C=CC=C1C(F)(F)F
CCCCN(CCC(=O)OCC)C(C)=O,CCCCN(CCC(=O)OCC)C(C)=O
CCCCCCCCCCCCOCCOCCOCCOCCO,CCCCCCCCCCCCOCCOCCOCCOCCO
O=C1CC(C2=CC=C(O)C=C2)OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12,O=C1CC(C2=CC=C(O)C=C2)OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12
CNC(C)C(O)C1=CC=CC=C1,CNC(C)C(O)C1=CC=CC=C1
COC1=CC(OC)=C2C(=O)C=C(C3=CC(OC)=C(OC)C(OC)=C3)OC2=C1,COC1=CC(OC)=C2C(=O)C=C(C3=CC(OC)=C(OC)C(OC)=C3)OC2=C1
CC1=CC(C2=CC(C)=C(N)C(C)=C2)=CC(C)=C1N,CC1=CC(C2=CC(C)=C(N)C(C)=C2)=CC(C)=C1N
CCCCNC(=O)OCC#CI,CCCCNC(=O)OCC#CI
COC1=CC=C(C=CC(=O)O)C=C1,COC1=CC=C(C=CC(=O)O)C=C1
O=C1C2=CC=CC=C2NC2=CC=CC=C12,O=C1C2=CC=CC=C2NC2=CC=CC=C12
C1=CC=C2C(=C1)NC1=CC=NC=C12,C1=CC=C2C(=C1)NC1=CC=NC=C12
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
O=C(O)C1=CC=CC(Cl)=N1,O=C(O)C1=CC=CC(Cl)=N1
NC(CC1=CNC2=CC(F)=CC=C12)C(=O)O,NC(CC1=CNC2=CC(F)=CC=C12)C(=O)O
CCC(C)(C)N=C(NC#N)NC1=CC=CN=C1,CCC(C)(C)N=C(NC#N)NC1=CC=CN=C1
N=C1NC2=CC=C(N(=O)O)C=C2S1,N=C1NC2=CC=C(N(=O)O)C=C2S1
OC1=NCC2(CCCCC2)C1,OC1=NCC2(CCCCC2)C1
CC(CS)C(=O)N1CCCC1C(=O)O,CC(CS)C(=O)N1CCCC1C(=O)O
CC1=CC(=O)OC2=CC(OC3OC(C(=O)O)C(O)C(O)C3O)=CC=C12,CC1=CC(=O)OC2=CC(OC3OC(C(=O)O)C(O)C(O)C3O)=CC=C12
CCCC(O)=NC1CCOC1=O,CCCC(O)=NC1CCOC1=O
CCCNCCOC1=C(Cl)C=C(Cl)C=C1Cl,CCCNCCOC1=C(Cl)C=C(Cl)C=C1Cl
CC1=CC(=O)OC2=CC(N)=CC=C12,CC1=CC(=O)OC2=CC(N)=CC=C12
O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(C2=CC=C(O)C(O)=C2)OC2=CC(O)=CC(O)=C12,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(C2=CC=C(O)C(O)=C2)OC2=CC(O)=CC(O)=C12
CCC1CN2CCC3(O)C(=NC4=CC=CC(OC)=C43)C2CC1C(=COC)C(=O)OC,CCC1CN2CCC3(O)C(=NC4=CC=CC(OC)=C43)C2CC1C(=COC)C(=O)OC
O=N(O)C1=CC=CC2=CNN=C21,O=N(O)C1=CC=CC2=CNN=C21
O=C1C=C(C2=CC=C(O)C=C2)OC2=CC(O)=CC=C12,O=C1C=C(C2=CC=C(O)C=C2)OC2=CC(O)=CC=C12
O=C1C=C(C2=CC=CC=C2)OC2=C1C=CC1=CC=CC=C12,O=C1C=C(C2=CC=CC=C2)OC2=C1C=CC1=CC=CC=C12
CC(O)C(O)C1=NC2=C(N=C(N)NC2=O)NC1,CC(O)C(O)C1=NC2=C(N=C(N)NC2=O)NC1
O=C1C=C(C2=CC=CC=C2)OC2=C(O)C(O)=CC=C12,O=C1C=C(C2=CC=CC=C2)OC2=C(O)C(O)=CC=C12
CSC1=CC=C(C(=O)C(C)(C)N2CCOCC2)C=C1,CSC1=CC=C(C(=O)C(C)(C)N2CCOCC2)C=C1
COC1=CC(CNC(=O)CCCCC=CC(C)C)=CC=C1O,COC1=CC(CNC(=O)CCCCC=CC(C)C)=CC=C1O
COC1=CC(NC(C)CCC(=O)O)=C2N=CC=CC2=C1,COC1=CC(NC(C)CCC(=O)O)=C2N=CC=CC2=C1
CCCC1=C(OCCCOC2=CC=C(OCC(=O)O)C=C2)C=CC(C(C)=O)=C1O,CCCC1=C(OCCCOC2=CC=C(OCC(=O)O)C=C2)C=CC(C(C)=O)=C1O
NCCCCCCCC(=O)O,NCCCCCCCC(=O)O
CCCN1C(=O)C2=C(NC(C3CCCC3)=N2)N(CCC)C1=O,CCCN1C(=O)C2=C(NC(C3CCCC3)=N2)N(CCC)C1=O
CC1C(O)CC2C(C(=O)O)=COC(OC3OC(CO)C(O)C(O)C3O)C21,CC1C(O)CC2C(C(=O)O)=COC(OC3OC(CO)C(O)C(O)C3O)C21
CC(C)=CCC1=C(O)C=C(O)C2=C1OC(C1=CC=C(O)C=C1)CC2=O,CC(C)=CCC1=C(O)C=C(O)C2=C1OC(C1=CC=C(O)C=C1)CC2=O
CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1=N2,CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1=N2
NC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C1O,NC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C1O
CCCCCC=CC=CC(=O)CCCCCCCC(=O)O,CCCCCC=CC=CC(=O)CCCCCCCC(=O)O
CCCCCCCCC1OC1CCCCCCCC(=O)O,CCCCCCCCC1OC1CCCCCCCC(=O)O
CCC=CCC=CC=CC(O)CCCCCCCC(=O)O,CCC=CCC=CC=CC(O)CCCCCCCC(=O)O
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1
COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1CC(O)C2C,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1CC(O)C2C
O=C1C(C2=CC=C(O)C=C2)=COC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC=C12,O=C1C(C2=CC=C(O)C=C2)=COC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC=C12
CC1=NN=C(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)CN4C=NN=N4)C3SC2)S1,CC1=NN=C(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)CN4C=NN=N4)C3SC2)S1
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O
O=C(O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,O=C(O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
COC1=CC=C2C(=C1)C(CC(=O)OCC(=O)O)=C(C)N2C(=O)C1=CC=C(Cl)C=C1,COC1=CC=C2C(=C1)C(CC(=O)OCC(=O)O)=C(C)N2C(=O)C1=CC=C(Cl)C=C1
COP(=O)(N=C(C)O)SC,COP(=O)(N=C(C)O)SC
CC(=NC#N)N(C)CC1=CC=C(Cl)N=C1,CC(=NC#N)N(C)CC1=CC=C(Cl)N=C1
CCOCN(C(=O)CCl)C1=C(C)C=CC=C1CC,CCOCN(C(=O)CCl)C1=C(C)C=CC=C1CC
O=C(O)C=C(CC(=O)O)C(=O)O,O=C(O)C=C(CC(=O)O)C(=O)O
C1=CC=C2N=C3C=CC=CC3=CC2=C1,C1=CC=C2N=C3C=CC=CC3=CC2=C1
CC(O)=NC1=CC=C(CC(=O)O)C=C1,CC(O)=NC1=CC=C(CC(=O)O)C=C1
CCC(C1=CC=CC=C1)=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1,CCC(C1=CC=CC=C1)=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1
CC1OC(OC2=C(C3=CC=C(O)C=C3)OC3=CC(O)=CC(O)=C3C2=O)C(O)C(O)C1O,CC1OC(OC2=C(C3=CC=C(O)C=C3)OC3=CC(O)=CC(O)=C3C2=O)C(O)C(O)C1O
CC1CC2=C(Cl)C=C(C(O)=NC(CC3=CC=CC=C3)C(=O)O)C(O)=C2C(=O)O1,CC1CC2=C(Cl)C=C(C(O)=NC(CC3=CC=CC=C3)C(=O)O)C(O)=C2C(=O)O1
O=C1C2=CC=CC=C2C(=O)C2=C1C=CC(O)=C2O,O=C1C2=CC=CC=C2C(=O)C2=C1C=CC(O)=C2O
CC12CCC(O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
CC(=O)CC1=CC(=O)C2=C(C)C=C(O)C(C3OC(CO)C(O)C(O)C3O)=C2O1,CC(=O)CC1=CC(=O)C2=C(C)C=C(O)C(C3OC(CO)C(O)C(O)C3O)=C2O1
COC1=CC(O)=CC2=C1C(=O)CC(C1=CC=CC=C1)O2,COC1=CC(O)=CC2=C1C(=O)CC(C1=CC=CC=C1)O2
O=C(C1=CC=C(F)C=C1)C1CCN(CCN2C(=O)C3=CC=CC=C3NC2=S)CC1,O=C(C1=CC=C(F)C=C1)C1CCN(CCN2C(=O)C3=CC=CC=C3NC2=S)CC1
CC1=C(C2=CC=C(I)C=C2)N(C2=CC=C(Cl)C=C2Cl)N=C1C(=O)NN1CCCCC1,CC1=C(C2=CC=C(I)C=C2)N(C2=CC=C(Cl)C=C2Cl)N=C1C(=O)NN1CCCCC1
CC1(C)CCC(C)(C)C2=CC(C(=O)NC3=CC=C(C(=O)O)C=C3)=CC=C21,CC1(C)CCC(C)(C)C2=CC(C(=O)NC3=CC=C(C(=O)O)C=C3)=CC=C21
CCNC1=NC(NC(C)C)=NC(SC)=N1,CCNC1=NC(NC(C)C)=NC(SC)=N1
NC1=C(CC(=O)O)C=CC=C1C(=O)C1=CC=CC=C1,NC1=C(CC(=O)O)C=CC=C1C(=O)C1=CC=CC=C1
CCOC(=O)COC1=CC=C2CCC(NCC(O)C3=CC=CC(Cl)=C3)CC2=C1,CCOC(=O)COC1=CC=C2CCC(NCC(O)C3=CC=CC(Cl)=C3)CC2=C1
CC1=CC=C(N=CN(C)C=NC2=CC=C(C)C=C2C)C(C)=C1,CC1=CC=C(N=CN(C)C=NC2=CC=C(C)C=C2C)C(C)=C1
CCOC(=O)OC(C)OC1=C(C(O)=NC2=CC=CC=N2)N(C)S(=O)(=O)C2=CC=CC=C21,CCOC(=O)OC(C)OC1=C(C(O)=NC2=CC=CC=N2)N(C)S(=O)(=O)C2=CC=CC=C21
COC1=CC=C(C(O)(C2=CN=CN=C2)C2CC2)C=C1,COC1=CC=C(C(O)(C2=CN=CN=C2)C2CC2)C=C1
COC1=CC=C(C(=O)N2CCCC2=O)C=C1,COC1=CC=C(C(=O)N2CCCC2=O)C=C1
O=C(O)C1=C2C=CC=CC2=CC2=CC=CC=C21,O=C(O)C1=C2C=CC=CC2=CC2=CC=CC=C21
O=C1C2=CC=CC=C2CC2=CC=CC=C12,O=C1C2=CC=CC=C2CC2=CC=CC=C12
COC1=CC=C(N2N=C(C(N)=O)C3=C2C(=O)N(C2=CC=C(N4CCCCC4=O)C=C2)CC3)C=C1,COC1=CC=C(N2N=C(C(N)=O)C3=C2C(=O)N(C2=CC=C(N4CCCCC4=O)C=C2)CC3)C=C1
N=C1C=CN(C2OC(CO)C(O)C2O)C(O)=N1,N=C1C=CN(C2OC(CO)C(O)C2O)C(O)=N1
CCCCCCCCCCCCCCCCCCCC(O)=NCCO,CCCCCCCCCCCCCCCCCCCC(O)=NCCO
COC1=CC=C(CC2COC(=O)C2CC2=CC=C(OC3OC(CO)C(O)C(O)C3O)C(OC)=C2)C=C1OC,COC1=CC=C(CC2COC(=O)C2CC2=CC=C(OC3OC(CO)C(O)C(O)C3O)C(OC)=C2)C=C1OC
O=C(O)C1=CC2=C(OCO2)C2=C1C(N(=O)O)=CC1=CC=CC=C12,O=C(O)C1=CC2=C(OCO2)C2=C1C(N(=O)O)=CC1=CC=CC=C12
CCC1C2CC3C4N(C)C5=CC=CC=C5C45CC(C2C5O)N3C1O,CCC1C2CC3C4N(C)C5=CC=CC=C5C45CC(C2C5O)N3C1O
COC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,COC(=O)NS(=O)(=O)C1=CC=C(N)C=C1
C=C1CCCC2(C)CC3(O)OC(=O)C(C)=C3CC12,C=C1CCCC2(C)CC3(O)OC(=O)C(C)=C3CC12
CCN=C1N=C(OC)NC(=NC(C)C)N1,CCN=C1N=C(OC)NC(=NC(C)C)N1
CN(C)C1C(=O)C(C(=N)O)=C(O)C2(O)C(=O)C3=C(O)C4=C(O)C=CC(Cl)=C4C(C)(O)C3CC12,CN(C)C1C(=O)C(C(=N)O)=C(O)C2(O)C(=O)C3=C(O)C4=C(O)C=CC(Cl)=C4C(C)(O)C3CC12
COC1=CC=C(C(=O)CC(=O)C2=CC=C(C(C)(C)C)C=C2)C=C1,COC1=CC=C(C(=O)CC(=O)C2=CC=C(C(C)(C)C)C=C2)C=C1
O=C(CCCN1CCN(C2=CC=CC=N2)CC1)C1=CC=C(F)C=C1,O=C(CCCN1CCN(C2=CC=CC=N2)CC1)C1=CC=C(F)C=C1
CN1C(=O)COC2=C(C(O)=NC3CN4CCC3CC4)C=C(Cl)C=C21,CN1C(=O)COC2=C(C(O)=NC3CN4CCC3CC4)C=C(Cl)C=C21
CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O
COP(=S)(OC)SCN1N=NC2=CC=CC=C2C1=O,COP(=S)(OC)SCN1N=NC2=CC=CC=C2C1=O
COC=C(C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1,COC=C(C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1
CCN(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,CCN(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
COC(=O)C(C)N(C(=O)CC1=CC=CC=C1)C1=C(C)C=CC=C1C,COC(=O)C(C)N(C(=O)CC1=CC=CC=C1)C1=C(C)C=CC=C1C
CNC(=O)OC1=CC=CC2=C1OC(C)(C)O2,CNC(=O)OC1=CC=CC2=C1OC(C)(C)O2
CC(CC1=CC=CC(C(F)(F)F)=C1)NCCOC(=O)C1=CC=CC=C1,CC(CC1=CC=CC(C(F)(F)F)=C1)NCCOC(=O)C1=CC=CC=C1
NC(CO)C(O)=NNCC1=CC=C(O)C(O)=C1O,NC(CO)C(O)=NNCC1=CC=C(O)C(O)=C1O
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1
CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O
CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1,CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1
N=C(N)C1=CC=CC=C1,N=C(N)C1=CC=CC=C1
OC(=NC1=CC=CC=C1)C1=CC=CC=C1,OC(=NC1=CC=CC=C1)C1=CC=CC=C1
O=C1C2=CC=CC=C2C2=C3C(=CC=C2)C=CC=C13,O=C1C2=CC=CC=C2C2=C3C(=CC=C2)C=CC=C13
NS(=O)(=O)C1=CC=CC=C1,NS(=O)(=O)C1=CC=CC=C1
O=S(=O)(O)C1=CC=CC=C1,O=S(=O)(O)C1=CC=CC=C1
C1=CC=C2NC=NC2=C1,C1=CC=C2NC=NC2=C1
O=N(O)C1=NC=CN1CC(O)=NCC1=CC=CC=C1,O=N(O)C1=NC=CN1CC(O)=NCC1=CC=CC=C1
OC1=CC=C2C=CC3=C4C=CC=CC4=CC4=CC=C1C2=C43,OC1=CC=C2C=CC3=C4C=CC=CC4=CC4=CC=C1C2=C43
C1=CC=C2C(=C1)C=CC1=NC=CC=C21,C1=CC=C2C(=C1)C=CC1=NC=CC=C21
OC1=NC2=CC=CC=C2S1,OC1=NC2=CC=CC=C2S1
C1=CC=C2OC=NC2=C1,C1=CC=C2OC=NC2=C1
O=C(OCC1=CC=CC=C1)C1=CC=C(O)C=C1,O=C(OCC1=CC=CC=C1)C1=CC=C(O)C=C1
